工单号,问题描述,解决步骤,推荐1,推荐1分数,推荐1原因,推荐2,推荐2分数,推荐2原因,推荐3,推荐3分数,推荐3原因,是否命中
51020111788,电脑无法打开pdf文件，无法工作，提示应用程序的并行配置不正确,搜狗PDF软件问题,office/pdf-reader-open-print-failed,74,问题描述关键词:pdf；处理记录关键词:搜狗pdf；问题描述关键词:并行配置不正确；问题描述tags:pdf；问题描述标题:PDF；问题描述标题:无法打开,,,,,,,是
51021860109,开不了机,系统文件损坏。重装系统,desktop/pc-boot-failed,22,问题描述关键词:开不了机,design-software/cad-drawing-open-failed-encryption,10,处理记录关键词:文件损坏,desktop/office-wps-document-open-failed,10,处理记录关键词:文件损坏,是
51020151186,页面打不开,网络认证问题,desktop/network-authentication-unavailable,18,处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51020151860,二道门道闸打开无法关闭,"进方向刷脸打开后无法自动关闭
一对红外无法对射，重新固定",security/barrier-gate-abnormal,38,问题描述关键词:道闸；问题描述关键词:无法关闭；处理记录关键词:红外,,,,,,,是
91020110408,电脑自动弹出页面，传输页面，关闭不了，电脑重启后还会重复出现,垃圾软件太多  需要重装系统,desktop/windows-system-reinstall-or-cache-reset,26,处理记录关键词:重装系统；处理记录关键词:需要重装系统；处理记录关键词:垃圾软件太多,,,,,,,是
51020111983,电脑无法开机,内存问题,desktop/pc-boot-failed,22,问题描述关键词:无法开机,hardware/memory-fault-or-insufficient,10,处理记录关键词:内存问题,,,,是
51021860019,无网15137349202,网络认证问题,desktop/network-authentication-unavailable,18,处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51020112260,误删除打印机，连接不上，下载不上对应型号驱动,远程 重新安装打印机,desktop/printer-not-working,22,问题描述关键词:打印机连接不上,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020112027,没网，无法登录，重型车间D15办公室,"准入异常
修复微软常用运行库，重新安装准入",desktop/account-login-failed,22,问题描述关键词:无法登录,desktop/network-authentication-unavailable,14,问题描述关键词:没网,desktop/software-client-installation,10,处理记录关键词:重新安装,是
51021860101,鼠标断点，操作失灵。,鼠标坏,hardware/keyboard-mouse-usb-peripheral-failed,26,处理记录关键词:鼠标坏；问题描述关键词:鼠标断点,,,,,,,是
51021860041,无网络,网卡驱动掉,desktop/network-authentication-unavailable,14,问题描述关键词:无网络,,,,,,,是
51021860134,连不上网,电源坏，功率不够电脑启动不了,desktop/network-authentication-unavailable,22,问题描述关键词:连不上网,,,,,,,是
51020112563,维修更换主机后联不上网,网络认证问题,desktop/network-authentication-unavailable,18,处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51020111385,上不了MES,电脑配置低 ，卡,business-systems/mes-login-network-related,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/network-authentication-unavailable,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/account-login-failed,46,问题描述关键词:mes；问题描述systems:mes,是
51020152810,USB插口掉进去了,螺丝松，电脑配置老旧  需要更换,hardware/keyboard-mouse-usb-peripheral-failed,40,问题描述关键词:usb；问题描述tags:usb；问题描述标题:USB,,,,,,,是
51021860092,打不开机,缓存没清空,desktop/pc-boot-failed,34,问题描述关键词:打不开机；问题描述关键词:不开机,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:缓存没清空,,,,是
51020112245,联不上打印机,电脑换位置 重新连接打印机,printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,,,,,,,是
51021860134,自动关机,电源线接触不良,,,,,,,,,,否
51020111717,打不开网速慢,"电脑配置太低
更换电脑",,,,,,,,,,否
51020152504,连不上打印机，无法办公,换电脑了  重新连接共享打印机,printer/shared-printer-connect-failed,10,处理记录关键词:共享打印机,,,,,,,是
,连不上打印机，无法办公,换电脑了  重新连接共享打印机,printer/shared-printer-connect-failed,10,处理记录关键词:共享打印机,,,,,,,是
51020120738,电脑开不了机，黑屏,主板温度过高，电源保护,desktop/pc-boot-failed,22,问题描述关键词:开不了机,desktop/black-screen-desktop-not-shown,14,问题描述关键词:黑屏,,,,是
51020111916,电脑开不了机,电脑缓存没清空,desktop/pc-boot-failed,22,问题描述关键词:开不了机,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:缓存没清空,,,,是
51020112633,主机开不了机，滴滴的响。,内存坏,desktop/pc-boot-failed,22,问题描述关键词:开不了机,hardware/memory-fault-or-insufficient,6,处理记录关键词:内存坏,,,,是
51021860037,无法启动,系统崩溃，,desktop/windows-system-reinstall-or-cache-reset,30,处理记录关键词:系统崩溃；问题描述关键词:无法启动,,,,,,,是
51020112107,最近聊天软件fastmessage软件，聊天框内看不到图片，其他同事无比问题,已调整,business-systems/mes-login-network-related,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/network-authentication-unavailable,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/account-login-failed,46,问题描述关键词:mes；问题描述systems:mes,是
51020152437,垃圾软件太多,重装系统,desktop/windows-system-reinstall-or-cache-reset,30,处理记录关键词:重装系统；问题描述关键词:垃圾软件太多,,,,,,,是
51020111767,死机,"电脑配置低软件卡死
更换电脑",desktop/pc-performance-slow,10,处理记录关键词:卡死；处理记录关键词:配置低,,,,,,,是
51020112298,扫描后无法预览文件,系统更新问题,printer/scanner-preview-failed,34,问题描述关键词:扫描；问题描述关键词:扫描后无法预览,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统更新问题,,,,是
51020112472,打印机扫描件无法预览,系统更新问题，调整区域信息,printer/scanner-preview-failed,34,问题描述关键词:扫描；问题描述关键词:扫描件无法预览,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统更新问题,,,,是
51020112102,电脑打不开了，主机按了没有反应,显卡接口接触不良,,,,,,,,,,否
51020152471,显示屏打不开,显示器 信号线松,hardware/monitor-no-display-or-flicker,10,处理记录关键词:信号线松,,,,,,,是
51020111988,无法开机,电脑缓存没清空,desktop/pc-boot-failed,22,问题描述关键词:无法开机,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:缓存没清空,,,,是
51021860035,麦斯机屏幕不亮,缓存没清空,hardware/monitor-no-display-or-flicker,22,问题描述关键词:屏幕不亮,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:缓存没清空,,,,是
51020112191,技术中心新的聊天软件，增加chat的个人空间一样的功能就好了，可以记录一下待办事项，程序模板，数据库地址啥的,感谢反馈，我们与厂家沟通，如果可以 会在后续版本更新后实现。,,,,,,,,,,否
51020210211,没反应,进纸键 没按好,,,,,,,,,,否
51020111767,开机卡死,电脑配置低  开机启动项太多,desktop/pc-performance-slow,18,问题描述关键词:卡死；处理记录关键词:配置低,,,,,,,是
51020152504,连接网线没有网，无法办公,交换机地址没释放,network-security/network-cable-port-switch-fault,32,处理记录关键词:交换机；问题描述关键词:连接网线没有网；问题描述标题:网线,desktop/network-authentication-unavailable,14,问题描述关键词:没有网,,,,是
51020151374,电脑更换办公室，网线插上没网，无法办公,"ip地址更改为dhcp，重新安装认证客户端
连接打印机",network-security/ip-conflict-or-static-ip-error,31,处理记录关键词:dhcp；处理记录关键词:ip地址；处理记录tags:dhcp；处理记录标题:IP,desktop/network-authentication-unavailable,14,问题描述关键词:没网,printer/shared-printer-connect-failed,10,处理记录关键词:连接打印机,是
51020112184,不能开机，屏幕不亮。,内存条松动，重新安装内存条，清除缓存,hardware/monitor-no-display-or-flicker,22,问题描述关键词:屏幕不亮,desktop/software-client-installation,10,处理记录关键词:重新安装,hardware/memory-fault-or-insufficient,6,处理记录关键词:内存条,是
91020110406,电脑主机无法启动,清空缓存,desktop/windows-system-reinstall-or-cache-reset,30,问题描述关键词:无法启动；处理记录关键词:清空缓存,,,,,,,是
51020111936,电脑无法开机,内存坏,desktop/pc-boot-failed,22,问题描述关键词:无法开机,hardware/memory-fault-or-insufficient,6,处理记录关键词:内存坏,,,,是
51020111916,plm上传图纸后预览尺寸不显示,plm数据库问题,design-software/cad-plm-interface-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,business-systems/plm-client-or-login-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,desktop/account-login-failed,46,问题描述关键词:plm；问题描述systems:plm,是
51021860024,打不开机,缓存没清空,desktop/pc-boot-failed,34,问题描述关键词:打不开机；问题描述关键词:不开机,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:缓存没清空,,,,是
51020152424,打印机无法使用,"安装360卫士   打印端口被删除 
卸载360，重新安装驱动",printer/print-port-deleted-by-security-software,27,处理记录关键词:打印端口；处理记录关键词:端口被删除；处理记录关键词:360；处理记录tags:360,printer/printer-driver-install-failed,10,处理记录关键词:安装驱动,desktop/software-client-installation,10,处理记录关键词:重新安装,是
51020111926,电脑断网，加密上不去，而且异常卡顿,plm更新问题,design-software/cad-plm-interface-failed,35,处理记录关键词:plm；处理记录systems:plm；处理记录tags:plm；处理记录标题:PLM,business-systems/plm-client-or-login-failed,35,处理记录关键词:plm；处理记录systems:plm；处理记录tags:plm；处理记录标题:PLM,desktop/account-login-failed,22,处理记录关键词:plm；处理记录systems:plm,是
51020152508,内网通老掉线,网段设置问题,,,,,,,,,,否
51020112619,电脑插入耳机后无声音,耳机坏，更换有线耳机,,,,,,,,,,否
51020112453,需要远程IE兼容性视图需要整一下，考试系统登录不上去。,系统要求ie9以下  系统自带的为 ie    更换浏览器调整为ie9,office/browser-compatibility-control-certificate,42,问题描述关键词:ie兼容；问题描述关键词:兼容性视图,desktop/account-login-failed,22,问题描述关键词:登录不上,,,,是
